400, 2119.67773, 2195.22949, 9.65950,   0.00000, 0.00000, 0.00000;
401, 2119.64990, 2163.92920, 9.65950,   0.00000, 0.00000, 0.00000;
402, 2119.65796, 2168.73145, 9.65950,   0.00000, 0.00000, 0.00000;
403, 2119.54663, 2173.76172, 9.65950,   0.00000, 0.00000, 0.00000;
404, 2119.63867, 2178.87085, 9.65950,   0.00000, 0.00000, 0.00000;
405, 2119.55273, 2184.41235, 9.65950,   0.00000, 0.00000, 0.00000;
406, 2119.56152, 2189.46582, 9.65950,   0.00000, 0.00000, 0.00000;
407, 2113.33496, 2174.22485, 9.65950,   0.00000, 0.00000, 0.00000;
408, 2113.14453, 2179.72388, 9.65950,   0.00000, 0.00000, 0.00000;
409, 2113.39404, 2185.46680, 9.65950,   0.00000, 0.00000, 0.00000;
410, 2113.75757, 2190.81104, 9.65950,   0.00000, 0.00000, 0.00000;
411, 2113.92920, 2196.19312, 9.65950,   0.00000, 0.00000, 0.00000;
412, 2117.10156, 2214.44727, 9.65950,   0.00000, 0.00000, 0.00000;
413, 2119.93164, 2206.69482, 9.65950,   0.00000, 0.00000, 0.00000;
414, 2157.12573, 2215.54443, 9.65950,   0.00000, 0.00000, 0.00000;
415, 2153.92651, 2203.09155, 9.65950,   0.00000, 0.00000, 0.00000;
416, 2119.71875, 2200.99170, 9.65950,   0.00000, 0.00000, 0.00000;
417, 2153.92139, 2164.41064, 9.65950,   0.00000, 0.00000, 0.00000;
418, 2153.99658, 2170.08301, 9.65950,   0.00000, 0.00000, 0.00000;
419, 2153.76392, 2175.46509, 9.65950,   0.00000, 0.00000, 0.00000;
420, 2154.09082, 2180.66211, 9.65950,   0.00000, 0.00000, 0.00000;
421, 2154.03491, 2185.85522, 9.65950,   0.00000, 0.00000, 0.00000;
422, 2153.85278, 2191.22241, 9.65950,   0.00000, 0.00000, 0.00000;
423, 2153.98438, 2197.81079, 9.65950,   0.00000, 0.00000, 0.00000;
